Use Case Type,Packet Loss Budget,Latency Budget (ns),Jitter Budget (ns),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (ns),Slice Packet Loss,Slice Jitter (ns),Slice Type,Slice Handover,latency_margin,loss_margin,jitter_margin,stress_ratio,sla_met
Remote health monitoring,,1000000,0,0,no,yes,4244.000834252272,1852311.668862744,0.0005567104736419,1192062.4017895665,mURLLC,yes,-852311.668862744,,-1192062.4017895665,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6528.565901563311,1949043.4327137263,0.0004824913522036,2073074.31907402,mURLLC,yes,-949043.4327137263,,-2073074.31907402,inf,0
VR/AR,,0,0,1000,no,no,5427.961310393001,1061002.4734308496,0.0004432335088325,2694532.086872291,feMBB,yes,-1061002.4734308496,,-2694532.086872291,5.427961310393002,0
Smart City,0.0,0,0,0,no,yes,4141.184684878017,1775530.3421980287,0.000504508137951,3144162.1176220234,umMTC,no,-1775530.3421980287,-0.000504508137951,-3144162.1176220234,inf,0
Servo motors,,100,1000,0,no,no,4287.4911708799045,1829829.1252412156,0.0004806780778573,1334268.974625865,ERLLC,yes,-1829729.1252412156,,-1333268.974625865,inf,0
Motion control,,1000,1000000,0,no,no,4781.094982260455,764349.8866143597,0.0004989776068612,1448815.974885665,ERLLC,yes,-763349.8866143597,,-448815.9748856651,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4876.488722495452,1485645.0426610927,0.0005748982679305,3053614.258521724,mURLLC,yes,-485645.0426610927,,-3053614.258521724,inf,0
V2X,,1000000,0,0,yes,no,4883.534604013679,1464657.007758054,0.0007699806328427,1.0,MBRLLC,yes,-464657.00775805395,,-1.0,inf,0
Smart Home,0.0,0,0,0,no,yes,6467.432730472799,2119826.3398673474,0.0003325877545968,1573970.4006727764,umMTC,no,-2119826.3398673474,-0.0003325877545968,-1573970.4006727764,inf,0
3D/UHD Video,,0,0,1000,no,no,5328.864500752727,2830149.8206401803,0.0005158056839608,2647439.0697308583,feMBB,yes,-2830149.8206401803,,-2647439.0697308583,5.328864500752727,0
Smart City,0.0,0,0,0,no,yes,5377.891718052591,2031476.548263388,0.0005586323873924,865338.057109003,umMTC,no,-2031476.548263388,-0.0005586323873924,-865338.057109003,inf,0
V2X,,1000000,0,0,yes,no,7378.237791941198,2773058.68923554,0.000438111966202,1300705.9896980943,MBRLLC,yes,-1773058.68923554,,-1300705.9896980943,inf,0
Smart City,0.0,0,0,0,no,yes,8127.939611248132,1851685.4421923235,0.0006799943320825,2839449.0990064647,umMTC,no,-1851685.4421923235,-0.0006799943320825,-2839449.0990064647,inf,0
VR/AR,,0,0,1000,no,no,2949.086351551035,2247495.24424737,0.0004189914007543,675295.8064848718,feMBB,yes,-2247495.24424737,,-675295.8064848718,2.949086351551035,0
Remote health monitoring,,1000000,0,0,no,yes,2369.249630692702,2044531.919388812,0.0006124273296666,648844.8972470558,mURLLC,yes,-1044531.919388812,,-648844.8972470558,inf,0
Smart Home,0.0,0,0,0,no,yes,4418.214709981793,3607626.0407872302,0.0007099214501555,2560030.346750831,umMTC,no,-3607626.0407872302,-0.0007099214501555,-2560030.346750831,inf,0
V2X,,1000000,0,0,yes,no,6305.583766728931,1898433.185431052,0.000566279045111,3082411.452199107,MBRLLC,yes,-898433.185431052,,-3082411.452199107,inf,0
Smart City,0.0,0,0,0,no,yes,5627.081335579052,2521652.767491606,0.0004706359859484,2955469.301220378,umMTC,no,-2521652.767491606,-0.0004706359859484,-2955469.301220378,inf,0
Servo motors,,100,1000,0,no,no,6757.157154569351,2135149.8014549185,0.0005801259983403,272965.9320914305,ERLLC,yes,-2135049.8014549185,,-271965.9320914305,inf,0
VR/AR,,0,0,1000,no,no,4346.625651154092,2750409.7471118965,0.0004338122967653,2975129.594414881,feMBB,yes,-2750409.7471118965,,-2975129.594414881,4.346625651154092,0
Servo motors,,100,1000,0,no,no,1739.64806417536,2421432.018002953,0.0003818789650531,2052656.6531068424,ERLLC,yes,-2421332.018002953,,-2051656.6531068424,inf,0
Smart Home,0.0,0,0,0,no,yes,2722.758244825171,2227160.339072722,0.0005610253648182,1461466.8030313142,umMTC,no,-2227160.339072722,-0.0005610253648182,-1461466.8030313142,inf,0
V2X,,1000000,0,0,yes,no,5941.629308754559,1238900.9149333774,0.0006249782477681,1375834.4609353784,MBRLLC,yes,-238900.9149333774,,-1375834.4609353784,inf,0
VR/AR,,0,0,1000,no,no,6769.912383662771,1297633.8912380594,0.0005160226403758,2466360.773246309,feMBB,yes,-1297633.8912380594,,-2466360.773246309,6.7699123836627715,0
V2X,,1000000,0,0,yes,no,1822.8230526378345,1589244.7715684269,0.0005931330601974,2291417.858291422,MBRLLC,yes,-589244.7715684269,,-2291417.858291422,inf,0
Remote health monitoring,,1000000,0,0,no,yes,7351.36077925785,1804990.999878765,0.0008843857308725,2936778.5028988007,mURLLC,yes,-804990.9998787651,,-2936778.5028988007,inf,0
Delivery drones,,1000000,0,0,yes,no,5774.810080914042,2074097.980760812,0.0007033370284979,1582694.020971149,MBRLLC,yes,-1074097.980760812,,-1582694.020971149,inf,0
VR/AR,,0,0,1000,no,no,4883.141573217428,1590846.360252876,0.000405877557437,1675020.1761621702,feMBB,yes,-1590846.360252876,,-1675020.1761621702,4.883141573217428,0
Servo motors,,100,1000,0,no,no,3955.899207441026,681866.2886974046,0.0005308747970231,2537580.502422092,ERLLC,yes,-681766.2886974046,,-2536580.502422092,inf,0
Smart Home,0.0,0,0,0,no,yes,7652.169934535525,2684917.169556395,0.0005503445487394,1471731.7526923858,umMTC,no,-2684917.169556395,-0.0005503445487394,-1471731.7526923858,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6495.361220076331,2298203.587659344,0.0003599264757614,2546520.582655118,mURLLC,yes,-1298203.587659344,,-2546520.582655118,inf,0
Delivery drones,,1000000,0,0,yes,no,5818.457282552432,2040167.813667264,0.0006026031982519,1255826.80866676,MBRLLC,yes,-1040167.8136672641,,-1255826.80866676,inf,0
3D/UHD Video,,0,0,1000,no,no,3781.617730078093,2835905.8373665544,0.0003740289519932,3358852.745262484,feMBB,yes,-2835905.8373665544,,-3358852.745262484,3.781617730078093,0
Remote health monitoring,,1000000,0,0,no,yes,7690.533014629498,1464226.551384769,0.0006121298335643,3329003.4517263197,mURLLC,yes,-464226.5513847689,,-3329003.4517263197,inf,0
Smart Home,0.0,0,0,0,no,yes,5051.080204731689,1912733.912069546,0.0008221986391788,1509444.5257196894,umMTC,no,-1912733.912069546,-0.0008221986391788,-1509444.5257196894,inf,0
Smart City,0.0,0,0,0,no,yes,5498.812592187358,2106362.293479433,0.0004789770091816,2041651.0947442795,umMTC,no,-2106362.293479433,-0.0004789770091816,-2041651.0947442795,inf,0
VR/AR,,0,0,1000,no,no,5122.253487062884,1723221.0037525357,0.0005728762611534,2081847.761463226,feMBB,yes,-1723221.0037525357,,-2081847.761463226,5.122253487062884,0
V2X,,1000000,0,0,yes,no,3724.710150708448,1469558.053858524,0.0005486509852279,1910840.952882802,MBRLLC,yes,-469558.05385852396,,-1910840.952882802,inf,0
Smart Home,0.0,0,0,0,no,yes,5533.315023030466,2583180.347624284,0.0003443695744714,1332525.560040738,umMTC,no,-2583180.347624284,-0.0003443695744714,-1332525.560040738,inf,0
VR/AR,,0,0,1000,no,no,6161.948112670429,2189339.665419967,0.0003772660079638,2069874.568178644,feMBB,yes,-2189339.665419967,,-2069874.568178644,6.161948112670428,0
V2X,,1000000,0,0,yes,no,4264.561251012319,2416011.132952938,0.0005598810696313,1013045.1457130722,MBRLLC,yes,-1416011.1329529379,,-1013045.1457130722,inf,0
Motion control,,1000,1000000,0,no,no,5390.588755177056,1450914.8507546647,0.0005218868698081,3024444.4718935634,ERLLC,yes,-1449914.8507546647,,-2024444.4718935634,inf,0
Servo motors,,100,1000,0,no,no,5097.98929072418,2553319.5942561813,0.0004777730407841,3068469.533339126,ERLLC,yes,-2553219.5942561813,,-3067469.533339126,inf,0
3D/UHD Video,,0,0,1000,no,no,6525.566360569526,1584486.4262451092,0.0006553536793509,2899022.046127405,feMBB,yes,-1584486.4262451092,,-2899022.046127405,6.525566360569527,0
Remote health monitoring,,1000000,0,0,no,yes,4502.314371430869,2164813.473637152,0.0005776787329051,2945688.1076518307,mURLLC,yes,-1164813.473637152,,-2945688.1076518307,inf,0
Smart Home,0.0,0,0,0,no,yes,5378.080510980065,3319725.509917401,0.0008673036128726,2494861.379447788,umMTC,no,-3319725.509917401,-0.0008673036128726,-2494861.379447788,inf,0
3D/UHD Video,,0,0,1000,no,no,5729.042807309136,2568052.40221634,0.0003452599864129,1393965.572250464,feMBB,yes,-2568052.40221634,,-1393965.572250464,5.729042807309136,0
Smart City,0.0,0,0,0,no,yes,4464.608434886683,2226146.655473937,0.000433267739017,1124172.4348372412,umMTC,no,-2226146.655473937,-0.000433267739017,-1124172.4348372412,inf,0
VR/AR,,0,0,1000,no,no,3625.046612962094,2900330.775326707,0.0007421871424956,1283633.179258268,feMBB,yes,-2900330.775326707,,-1283633.179258268,3.625046612962094,0
VR/AR,,0,0,1000,no,no,3896.266902266368,1620226.4295976935,0.0007813455021765,2301350.71230736,feMBB,yes,-1620226.4295976935,,-2301350.71230736,3.896266902266368,0
Smart Home,0.0,0,0,0,no,yes,5682.415195874876,2327097.4451410654,0.0003567832558964,1108477.233052201,umMTC,no,-2327097.4451410654,-0.0003567832558964,-1108477.233052201,inf,0
Delivery drones,,1000000,0,0,yes,no,4608.345697223442,1445432.9294519788,0.0004351166328164,2116248.1396170994,MBRLLC,yes,-445432.92945197877,,-2116248.1396170994,inf,0
Delivery drones,,1000000,0,0,yes,no,4586.2256672670255,1758836.0581817888,0.0004701682882465,2370861.323260702,MBRLLC,yes,-758836.0581817888,,-2370861.323260702,inf,0
Motion control,,1000,1000000,0,no,no,6007.31192043172,3060477.6994514056,0.0007347616651568,1876936.007259828,ERLLC,yes,-3059477.6994514056,,-876936.007259828,inf,0
Servo motors,,100,1000,0,no,no,6699.48262312724,2182443.422051234,0.0004774021557236,2024716.2328217009,ERLLC,yes,-2182343.422051234,,-2023716.2328217009,inf,0
V2X,,1000000,0,0,yes,no,6986.494502929143,2938111.135794308,0.0004716943934416,3737791.758044442,MBRLLC,yes,-1938111.135794308,,-3737791.758044442,inf,0
Smart City,0.0,0,0,0,no,yes,3979.7668200223375,1931595.3924853315,0.0004559394964046,1978839.9088392395,umMTC,no,-1931595.3924853315,-0.0004559394964046,-1978839.9088392395,inf,0
3D/UHD Video,,0,0,1000,no,no,6538.255573726299,2813868.6950264056,0.0005181384218584,2269065.250414196,feMBB,yes,-2813868.6950264056,,-2269065.250414196,6.538255573726299,0
Delivery drones,,1000000,0,0,yes,no,8475.124325398829,2034485.1656205184,0.0005572397968317,2784208.2838573176,MBRLLC,yes,-1034485.1656205184,,-2784208.2838573176,inf,0
Motion control,,1000,1000000,0,no,no,5210.59598768396,2089189.6545744408,0.0008130828237907,2603375.4464383107,ERLLC,yes,-2088189.6545744408,,-1603375.4464383107,inf,0
Motion control,,1000,1000000,0,no,no,4878.328562938887,2016128.159659092,0.0007440223083302,2556621.558008928,ERLLC,yes,-2015128.159659092,,-1556621.5580089279,inf,0
Smart Home,0.0,0,0,0,no,yes,4530.945431540527,2240383.2081186296,0.000319690658759,2183168.734255596,umMTC,no,-2240383.2081186296,-0.000319690658759,-2183168.734255596,inf,0
Smart City,0.0,0,0,0,no,yes,3227.748651965754,1827421.1062398609,0.0004687486505046,2185041.3755620304,umMTC,no,-1827421.1062398609,-0.0004687486505046,-2185041.3755620304,inf,0
V2X,,1000000,0,0,yes,no,6404.115451758664,1073938.9287483753,0.0005034002929056,786721.7518797906,MBRLLC,yes,-73938.92874837527,,-786721.7518797906,inf,0
Servo motors,,100,1000,0,no,no,4885.742736530261,1976193.8609354016,0.0004260539142455,3156971.84269674,ERLLC,yes,-1976093.8609354016,,-3155971.84269674,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4751.008581596997,2088272.1703605992,0.0006671015946562,1604981.636283722,mURLLC,yes,-1088272.1703605992,,-1604981.636283722,inf,0
Smart Home,0.0,0,0,0,no,yes,6145.957839560595,3089911.1844789875,0.0007247302359914,2585717.6243267385,umMTC,no,-3089911.1844789875,-0.0007247302359914,-2585717.6243267385,inf,0
V2X,,1000000,0,0,yes,no,6299.508504278242,493017.5346396726,0.0004200410052832,1843627.231309784,MBRLLC,yes,506982.4653603274,,-1843627.231309784,inf,0
Remote health monitoring,,1000000,0,0,no,yes,3999.1946927700847,3078235.831003167,0.0005020032852559,4000000.0,mURLLC,yes,-2078235.8310031672,,-4000000.0,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4038.9889524201,2698844.3512294297,0.0006495037647997,1448129.1841291492,mURLLC,yes,-1698844.3512294297,,-1448129.1841291492,inf,0
Smart City,0.0,0,0,0,no,yes,3965.010825130161,2457077.8805391947,0.0006780674630098,3577550.415679249,umMTC,no,-2457077.8805391947,-0.0006780674630098,-3577550.415679249,inf,0
Smart City,0.0,0,0,0,no,yes,8522.671585612776,2102833.51641563,0.0004160172592677,1915013.766715036,umMTC,no,-2102833.51641563,-0.0004160172592677,-1915013.766715036,inf,0
3D/UHD Video,,0,0,1000,no,no,7462.163786774719,1319800.1007814668,0.0005796906131846,2486914.5707511064,feMBB,yes,-1319800.1007814668,,-2486914.5707511064,7.462163786774719,0
Motion control,,1000,1000000,0,no,no,6178.782864165024,3300544.513993832,0.0003844963770785,2011578.997241944,ERLLC,yes,-3299544.513993832,,-1011578.9972419441,inf,0
V2X,,1000000,0,0,yes,no,4374.877171605286,2823094.9023708706,0.0006761043885347,3057152.972755138,MBRLLC,yes,-1823094.9023708706,,-3057152.972755138,inf,0
Smart Home,0.0,0,0,0,no,yes,4572.327767641858,2167185.7026897706,0.0003787411875689,2087032.970691507,umMTC,no,-2167185.7026897706,-0.0003787411875689,-2087032.970691507,inf,0
VR/AR,,0,0,1000,no,no,5606.168298906838,2190443.8811258683,0.0005186668860004,2214873.965801372,feMBB,yes,-2190443.8811258683,,-2214873.965801372,5.606168298906837,0
Smart Home,0.0,0,0,0,no,yes,8682.015533656318,1927457.0560874804,0.0004208328057466,2068816.1268131533,umMTC,no,-1927457.0560874804,-0.0004208328057466,-2068816.1268131533,inf,0
3D/UHD Video,,0,0,1000,no,no,5481.913785705582,2396266.162947609,0.0003361965462802,2377380.601951996,feMBB,yes,-2396266.162947609,,-2377380.601951996,5.481913785705582,0
Servo motors,,100,1000,0,no,no,5848.457823183798,1970430.8113307096,0.0004048931039833,1381891.687858963,ERLLC,yes,-1970330.8113307096,,-1380891.687858963,inf,0
Motion control,,1000,1000000,0,no,no,752.6230525991987,2205268.162756482,0.0004423647745278,526682.6159721008,ERLLC,yes,-2204268.162756482,,473317.38402789924,inf,0
VR/AR,,0,0,1000,no,no,5429.755282339967,2291999.487954804,0.0007080552418755,2307285.6336417114,feMBB,yes,-2291999.487954804,,-2307285.6336417114,5.4297552823399675,0
Delivery drones,,1000000,0,0,yes,no,2677.629865651774,3620202.370636964,0.0004214571893899,3420933.9205587828,MBRLLC,yes,-2620202.370636964,,-3420933.9205587828,inf,0
Servo motors,,100,1000,0,no,no,4188.92297041686,1393211.7174870996,0.0005120492508404,1725938.7978507653,ERLLC,yes,-1393111.7174870996,,-1724938.7978507653,inf,0
Smart City,0.0,0,0,0,no,yes,5078.635388579472,2106650.133505591,0.0003878457024623,2511927.0833768905,umMTC,no,-2106650.133505591,-0.0003878457024623,-2511927.0833768905,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4497.047502072475,2818297.101502207,0.0006534690950715,1012970.4463231076,mURLLC,yes,-1818297.101502207,,-1012970.4463231076,inf,0
Delivery drones,,1000000,0,0,yes,no,3940.672792153408,2551118.096367386,0.0006760125955244,1629162.070893481,MBRLLC,yes,-1551118.0963673862,,-1629162.070893481,inf,0
Smart Home,0.0,0,0,0,no,yes,3955.5263305972594,2451630.9118071464,0.0006306918919843,2032217.011671719,umMTC,no,-2451630.9118071464,-0.0006306918919843,-2032217.011671719,inf,0
Smart Home,0.0,0,0,0,no,yes,4648.788066113767,4000000.0,0.0004409491742535,1980026.760489449,umMTC,no,-4000000.0,-0.0004409491742535,-1980026.760489449,inf,0
Smart City,0.0,0,0,0,no,yes,4576.028420617082,2725272.6477801986,0.0003892226181443,2744855.4569572825,umMTC,no,-2725272.6477801986,-0.0003892226181443,-2744855.4569572825,inf,0
3D/UHD Video,,0,0,1000,no,no,5034.284234549863,1583489.1312552234,0.0003463980362413,788858.4063018141,feMBB,yes,-1583489.1312552234,,-788858.4063018141,5.034284234549863,0
V2X,,1000000,0,0,yes,no,4909.711883313545,1506954.703208492,0.0006281477152065,1886679.762019805,MBRLLC,yes,-506954.7032084919,,-1886679.762019805,inf,0
Delivery drones,,1000000,0,0,yes,no,7131.746782762267,1974444.8582632607,0.0004233887795232,1582644.94874761,MBRLLC,yes,-974444.8582632607,,-1582644.94874761,inf,0
Delivery drones,,1000000,0,0,yes,no,1584.840526875901,1709179.6860723482,0.0006418631724055,1392631.341917425,MBRLLC,yes,-709179.6860723482,,-1392631.341917425,inf,0
Servo motors,,100,1000,0,no,no,5408.747821552328,2052894.328620439,0.0003575205927752,1512543.0787298428,ERLLC,yes,-2052794.328620439,,-1511543.0787298428,inf,0
Motion control,,1000,1000000,0,no,no,5118.837515479093,2225332.524130937,0.0004652324726314,2181705.4057551883,ERLLC,yes,-2224332.524130937,,-1181705.4057551883,inf,0
Servo motors,,100,1000,0,no,no,4776.871784792701,2182256.076816465,0.0004240751468486,2097532.7943868227,ERLLC,yes,-2182156.076816465,,-2096532.7943868227,inf,0
V2X,,1000000,0,0,yes,no,3824.266926352712,361822.7812045906,0.0003808869497462,1868892.8148018385,MBRLLC,yes,638177.2187954094,,-1868892.8148018385,inf,0
Smart Home,0.0,0,0,0,no,yes,4751.010810283241,1496257.419176194,0.0002091382589008,1098878.727500754,umMTC,no,-1496257.419176194,-0.0002091382589008,-1098878.727500754,inf,0
Smart Home,0.0,0,0,0,no,yes,2278.259654427068,2477341.927674611,0.0002793611667004,1822063.8705680184,umMTC,no,-2477341.927674611,-0.0002793611667004,-1822063.8705680184,inf,0
Smart Home,0.0,0,0,0,no,yes,5344.995367351994,3095754.4629592723,0.0006880293543409,2751307.8680197643,umMTC,no,-3095754.4629592723,-0.0006880293543409,-2751307.8680197643,inf,0
Smart Home,0.0,0,0,0,no,yes,5647.200604173423,1730863.3832049903,0.0003606316772168,904753.4012008872,umMTC,no,-1730863.3832049903,-0.0003606316772168,-904753.4012008872,inf,0
V2X,,1000000,0,0,yes,no,3827.16985638812,1734104.4837557124,0.000611641994943,1524168.7052453675,MBRLLC,yes,-734104.4837557124,,-1524168.7052453675,inf,0
Smart City,0.0,0,0,0,no,yes,8234.661621690339,1940567.7719855236,0.0005025235594374,1235591.911332985,umMTC,no,-1940567.7719855236,-0.0005025235594374,-1235591.911332985,inf,0
Motion control,,1000,1000000,0,no,no,4799.77945448114,3149769.996317612,0.0004425740683054,1263502.1539624492,ERLLC,yes,-3148769.996317612,,-263502.15396244917,inf,0
V2X,,1000000,0,0,yes,no,5073.9473600184365,2035811.2739401264,0.0004293435905362,1838389.0753986223,MBRLLC,yes,-1035811.2739401264,,-1838389.0753986223,inf,0
Motion control,,1000,1000000,0,no,no,7226.580143972834,505507.7988590172,0.0004863175168911,1573185.8439243531,ERLLC,yes,-504507.7988590172,,-573185.8439243531,inf,0
V2X,,1000000,0,0,yes,no,8570.348762535394,3191759.471871511,0.0006110353465017,1428771.9499228408,MBRLLC,yes,-2191759.471871511,,-1428771.9499228408,inf,0
Smart Home,0.0,0,0,0,no,yes,3128.4548666870264,2461092.854752128,0.000295370188754,2012771.2733622105,umMTC,no,-2461092.854752128,-0.000295370188754,-2012771.2733622105,inf,0
Smart City,0.0,0,0,0,no,yes,4038.658728957577,1137975.605497467,0.0004890248560065,955186.5727443886,umMTC,no,-1137975.605497467,-0.0004890248560065,-955186.5727443886,inf,0
Delivery drones,,1000000,0,0,yes,no,4829.388497873336,1659205.4953514696,0.0005641098295807,3330705.283916064,MBRLLC,yes,-659205.4953514696,,-3330705.283916064,inf,0
Servo motors,,100,1000,0,no,no,3762.502662708904,1469611.3881152696,0.000624037314908,1622100.1300109532,ERLLC,yes,-1469511.3881152696,,-1621100.1300109532,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6410.546516830617,1860703.352899149,0.0006683752367495,1749875.644687555,mURLLC,yes,-860703.3528991491,,-1749875.644687555,inf,0
Smart City,0.0,0,0,0,no,yes,3579.0041037207297,2991405.5441042734,0.0004694233293291,1771419.1862550154,umMTC,no,-2991405.5441042734,-0.0004694233293291,-1771419.1862550154,inf,0
Delivery drones,,1000000,0,0,yes,no,7111.294172050465,755305.4480898068,0.0002664368020591,1353752.3479527882,MBRLLC,yes,244694.55191019317,,-1353752.3479527882,inf,0
3D/UHD Video,,0,0,1000,no,no,6039.808140970904,1771061.5949608702,0.0005676786468562,2834376.093088433,feMBB,yes,-1771061.5949608702,,-2834376.093088433,6.039808140970904,0
